m r d s f D_fst_mean D_fst_quantile0.05 D_fst_quantile0.25 D_fst_quantile0.50 D_fst_quantile0.75 D_fst_quantile0.95 HD_fst_mean HD_fst_quantile0.05 HD_fst_quantile0.25 HD_fst_quantile0.50 HD_fst_quantile0.75 HD_fst_quantile0.95
0 2.5e-07 0.01 0 0.001 0.559857597682044 0.524091969626174 0.540996932082205 0.55513787137042 0.58054054719288 0.601262514435742 0.632394488389046 0.627876104376936 0.629884275048985 0.632394488389046 0.634904701729108 0.636912872401157
0 2.5e-07 0.01 0 0.01 0.571294234754355 0.537503117396139 0.559876125564466 0.571230881792318 0.584012427508337 0.607709399753545 0.640513182332232 0.604056160739566 0.624524510273194 0.644237275373965 0.657212230685316 0.673870550857242
0 2.5e-07 0.01 0 0.1 0.569996010717765 0.53161308039809 0.552179166366833 0.569524405506884 0.58648499035757 0.613251381277931 0.635857797787963 0.587722334274154 0.615618378649063 0.638807104368568 0.653626189301281 0.680554797824794
0 2.5e-07 0.01 0 0.5 0.570617111001795 0.533047651366974 0.554258821951784 0.570249219128742 0.586956108851866 0.609541716284968 0.63721017361497 0.589678252816581 0.619837511656814 0.639174099455198 0.654563368687993 0.683982871211339
0 2.5e-07 0.5 0 0.001 0.559857597682044 0.524091969626174 0.540996932082205 0.55513787137042 0.58054054719288 0.601262514435742 0.632394488389046 0.627876104376936 0.629884275048985 0.632394488389046 0.634904701729108 0.636912872401157
0 2.5e-07 0.5 0 0.01 0.571294234754355 0.537503117396139 0.559876125564466 0.571230881792318 0.584012427508337 0.607709399753545 0.640513182332232 0.604056160739566 0.624524510273194 0.644237275373965 0.657212230685316 0.673870550857242
0 2.5e-07 0.5 0 0.1 0.569996010717765 0.53161308039809 0.552179166366833 0.569524405506884 0.58648499035757 0.613251381277931 0.635857797787963 0.587722334274154 0.615618378649063 0.638807104368568 0.653626189301281 0.680554797824794
0 2.5e-07 0.5 0 0.5 0.570617111001795 0.533047651366974 0.554258821951784 0.570249219128742 0.586956108851866 0.609541716284968 0.63721017361497 0.589678252816581 0.619837511656814 0.639174099455198 0.654563368687993 0.683982871211339
0 2.5e-07 0.01 0.0067 0.001 0.562046862616482 0.524572206595316 0.540996932082205 0.559360860198839 0.584792844399926 0.600993647832741 0.651514361083618 0.649177191532936 0.650215933555462 0.651514361083618 0.652812788611775 0.653851530634301
0 2.5e-07 0.01 0.0067 0.01 0.576407565765131 0.538243296656484 0.558961602598511 0.575893673577884 0.591593144917073 0.622218292972815 0.640583387757615 0.601328241901213 0.623214265586476 0.640407532511796 0.65915643900244 0.676037820734673
0 2.5e-07 0.01 0.0067 0.1 0.571518452318933 0.529805706670889 0.555503478444671 0.572673251761656 0.588380995910581 0.611901396399371 0.63783210161712 0.592759299019176 0.617247923269993 0.637268542914982 0.657308793375223 0.682831559664232
0 2.5e-07 0.01 0.0067 0.5 0.571041456153485 0.533355843718059 0.55511610355429 0.571175793357766 0.586881459734917 0.608334373828945 0.640046792187276 0.59434026382596 0.623706806761775 0.640989881141048 0.657375258681746 0.683697197760199
0 2.5e-07 0.5 0.0067 0.001 0.568039975578057 0.531707051957292 0.546963771396783 0.566811286316986 0.591926008572991 0.604738196589356 0.658077244853569 0.655652778270157 0.656823351389858 0.658286567789483 0.659435799785238 0.660355185381841
0 2.5e-07 0.5 0.0067 0.01 0.573954064189734 0.537593583051928 0.559153593063083 0.574832999147572 0.587839002556937 0.618562278525501 0.643958231753965 0.60264304817116 0.624477259677182 0.641892473817508 0.663198431313364 0.690583198511816
0 2.5e-07 0.5 0.0067 0.1 0.571257334742444 0.53322921409189 0.556161608554999 0.570839710321412 0.586458516649049 0.609472709830732 0.63932696656464 0.59293090040034 0.620826826490641 0.639867276189175 0.657522018794999 0.684078843754181
0 2.5e-07 0.5 0.0067 0.5 0.571184375668457 0.532873844061933 0.555456560710455 0.571477797257409 0.587723824497445 0.608218987539124 0.639629547333523 0.593056009793533 0.622957625426992 0.639831353975933 0.656623262893039 0.682322914970219
0 2.5e-07 0.01 0.01333 0.001 0.564215370527049 0.530072010534738 0.54637384247727 0.555380265706387 0.583453296797328 0.605354860959536 0.647253360654799 0.620474095678241 0.637989831773888 0.642733243565847 0.659822919403965 0.6748072213245
0 2.5e-07 0.01 0.01333 0.01 0.576659993577701 0.547435154189698 0.560094495819131 0.574376244706681 0.589504578406272 0.607644520909119 0.644007061973919 0.596032254752058 0.623189381357194 0.645442509929308 0.664104657358432 0.689404241851616
0 2.5e-07 0.01 0.01333 0.1 0.572826245160352 0.533302714349331 0.557568508656403 0.57220796067082 0.589477095364494 0.609194833483248 0.639854657832336 0.59403647188379 0.618695831823039 0.639690064254351 0.659567804027542 0.688349342481478
0 2.5e-07 0.01 0.01333 0.5 0.571622964324098 0.532485803851266 0.555922407406917 0.571363454269832 0.58815847976486 0.610588659672322 0.639156643308755 0.59468771863379 0.620754973418965 0.639010155562308 0.65792800327156 0.684330985061266
0 2.5e-07 0.5 0.01333 0.001 0.5784923225014 0.533826608832889 0.556604932927896 0.586099855318804 0.599207602944434 0.623877106697916 0.635953316002368 0.589621645580203 0.605816605783396 0.642250437462577 0.658947892102518 0.681569029221132
0 2.5e-07 0.5 0.01333 0.01 0.573659666057754 0.527285906843917 0.554979449296301 0.574220289071141 0.590844776327961 0.612821033797237 0.64276559277386 0.603840739634755 0.625259821712099 0.644190707190416 0.657988765776222 0.684935911963156
