m r d s f D_pi2_mean D_pi2_quantile0.05 D_pi2_quantile0.25 D_pi2_quantile0.50 D_pi2_quantile0.75 D_pi2_quantile0.95 HD_pi2_mean HD_pi2_quantile0.05 HD_pi2_quantile0.25 HD_pi2_quantile0.50 HD_pi2_quantile0.75 HD_pi2_quantile0.95
0 2.5e-07 0.01 0 0.001 375.071957894737 327.008421052631 356.631578947368 374.931578947369 394.469736842105 423.277631578947 281.039410526316 234.420789473684 261.477631578947 279.8 300.551315789474 327.958157894737
0 2.5e-07 0.01 0 0.01 373.814789473684 329.11552631579 355.573684210526 373.66052631579 392.381578947368 420.586052631579 281.749568421053 236.878684210527 263.426315789473 280.955263157895 299.05 327.574210526316
0 2.5e-07 0.01 0 0.1 375.895042105263 329.498421052631 356.057894736842 376.476315789474 395.226315789474 420.312631578948 281.767389473684 234.342105263158 260.781578947369 281.936842105263 301.411842105263 328.606578947368
0 2.5e-07 0.01 0 0.5 374.707663157895 331.209210526316 356.534210526316 374.444736842105 392.102631578947 418.469473684211 281.633131578947 236.819210526316 262.772368421052 281.634210526316 300.538157894737 327.339473684211
0 2.5e-07 0.5 0 0.001 375.071957894737 327.008421052631 356.631578947368 374.931578947369 394.469736842105 423.277631578947 281.039410526316 234.420789473684 261.477631578947 279.8 300.551315789474 327.958157894737
0 2.5e-07 0.5 0 0.01 373.814789473684 329.11552631579 355.573684210526 373.66052631579 392.381578947368 420.586052631579 281.749568421053 236.878684210527 263.426315789473 280.955263157895 299.05 327.574210526316
0 2.5e-07 0.5 0 0.1 375.895042105263 329.498421052631 356.057894736842 376.476315789474 395.226315789474 420.312631578948 281.767389473684 234.342105263158 260.781578947369 281.936842105263 301.411842105263 328.606578947368
0 2.5e-07 0.5 0 0.5 374.707663157895 331.209210526316 356.534210526316 374.444736842105 392.102631578947 418.469473684211 281.633131578947 236.819210526316 262.772368421052 281.634210526316 300.538157894737 327.339473684211
0 2.5e-07 0.01 0.0067 0.001 375.074515789474 327.008421052631 356.609210526316 374.931578947369 394.736842105263 422.729736842105 281.085742105263 234.211578947368 261.680263157894 279.652631578948 300.701315789473 328.584736842105
0 2.5e-07 0.01 0.0067 0.01 374.058110526316 329.11552631579 355.43947368421 373.876315789473 392.381578947368 420.390789473684 281.519021052632 236.472368421053 263.347368421052 280.760526315789 298.668421052632 326.942105263157
0 2.5e-07 0.01 0.0067 0.1 376.064878947368 331.794210526315 357.201315789474 375.539473684211 395.568421052632 422.253947368421 281.525878947368 232.285 260.55 281.221052631579 302.434210526316 328.223947368421
