m r d s f D_pi1_mean D_pi1_quantile0.05 D_pi1_quantile0.25 D_pi1_quantile0.50 D_pi1_quantile0.75 D_pi1_quantile0.95 HD_pi1_mean HD_pi1_quantile0.05 HD_pi1_quantile0.25 HD_pi1_quantile0.50 HD_pi1_quantile0.75 HD_pi1_quantile0.95
0 2.5e-07 0.01 0 0.001 380.704210526316 337.666315789474 373.834210526316 381.076315789473 399.227631578948 413.575789473684 269.373684210527 252.97947368421 260.265789473684 269.373684210527 278.481578947369 285.767894736843
0 2.5e-07 0.01 0 0.01 379.676887871854 335.978947368421 356.809210526315 386.226315789473 397.961842105263 419.903947368421 278.87302631579 252.686315789474 265.952631578947 277.355263157895 291.423684210526 315.142894736842
0 2.5e-07 0.01 0 0.1 375.494397859054 327.500526315789 357.728947368421 375.168421052632 392.93947368421 422.446315789474 282.494597815293 240.670526315789 263.126315789474 279.831578947368 300.431578947368 326.952631578947
0 2.5e-07 0.01 0 0.5 374.854830614806 331.805263157894 356.015789473684 374.384210526316 393.521052631579 420.271578947369 283.139716939407 237.856052631579 263.884210526316 283.223684210526 301.109210526316 329.986842105263
0 2.5e-07 0.5 0 0.001 380.704210526316 337.666315789474 373.834210526316 381.076315789473 399.227631578948 413.575789473684 269.373684210527 252.97947368421 260.265789473684 269.373684210527 278.481578947369 285.767894736843
0 2.5e-07 0.5 0 0.01 379.676887871854 335.978947368421 356.809210526315 386.226315789473 397.961842105263 419.903947368421 278.87302631579 252.686315789474 265.952631578947 277.355263157895 291.423684210526 315.142894736842
0 2.5e-07 0.5 0 0.1 375.494397859054 327.500526315789 357.728947368421 375.168421052632 392.93947368421 422.446315789474 282.494597815293 240.670526315789 263.126315789474 279.831578947368 300.431578947368 326.952631578947
0 2.5e-07 0.5 0 0.5 374.854830614806 331.805263157894 356.015789473684 374.384210526316 393.521052631579 420.271578947369 283.139716939407 237.856052631579 263.884210526316 283.223684210526 301.109210526316 329.986842105263
0 2.5e-07 0.01 0.0067 0.001 380.338947368421 338.244210526316 375.334210526316 378.213157894737 398.747368421053 412.999736842105 262.297368421053 252.271842105263 256.727631578947 262.297368421053 267.867105263158 272.322894736842
0 2.5e-07 0.01 0.0067 0.01 370.974468085106 327.916315789474 354.576315789474 372.742105263158 386.534210526316 409.52 278.577055921053 238.246578947368 260.426315789474 272.481578947368 292.678947368421 321.238684210527
