m r d s f D_fst_mean D_fst_quantile0.05 D_fst_quantile0.25 D_fst_quantile0.50 D_fst_quantile0.75 D_fst_quantile0.95 HD_fst_mean HD_fst_quantile0.05 HD_fst_quantile0.25 HD_fst_quantile0.50 HD_fst_quantile0.75 HD_fst_quantile0.95
0 2.5e-07 0.01 0 0.001 0.568577293947321 0.526256753623094 0.550377139525253 0.56823273194857 0.585926246986229 0.612602098206602 0.571441196629238 0.524493977140321 0.55097674790559 0.571098798441146 0.590901504883368 0.615166589746612
0 2.5e-07 0.01 0 0.01 0.569434211148127 0.520554819354495 0.550289828211473 0.570258299686888 0.589069697766187 0.615648036136226 0.57043310701325 0.52549426870332 0.551734329313025 0.570756959725184 0.589199406404954 0.617532499329492
0 2.5e-07 0.01 0 0.1 0.570005178691884 0.525140763175679 0.551134097512329 0.570158899562193 0.588336784247311 0.616971758401671 0.570858460134655 0.524266709266131 0.552149357732818 0.57092426386002 0.589829195834437 0.617573589928118
0 2.5e-07 0.01 0 0.5 0.569179064769055 0.521127366647778 0.550439737246972 0.569453715419199 0.587120926219516 0.615001624411524 0.570451133263615 0.525402290101203 0.550597414842549 0.571088245700875 0.588741803956849 0.616486335928828
0 2.5e-07 0.5 0 0.001 0.568577293947321 0.526256753623094 0.550377139525253 0.56823273194857 0.585926246986229 0.612602098206602 0.571441196629238 0.524493977140321 0.55097674790559 0.571098798441146 0.590901504883368 0.615166589746612
0 2.5e-07 0.5 0 0.01 0.569434211148127 0.520554819354495 0.550289828211473 0.570258299686888 0.589069697766187 0.615648036136226 0.57043310701325 0.52549426870332 0.551734329313025 0.570756959725184 0.589199406404954 0.617532499329492
0 2.5e-07 0.5 0 0.1 0.570005178691884 0.525140763175679 0.551134097512329 0.570158899562193 0.588336784247311 0.616971758401671 0.570858460134655 0.524266709266131 0.552149357732818 0.57092426386002 0.589829195834437 0.617573589928118
0 2.5e-07 0.5 0 0.5 0.569179064769055 0.521127366647778 0.550439737246972 0.569453715419199 0.587120926219516 0.615001624411524 0.570451133263615 0.525402290101203 0.550597414842549 0.571088245700875 0.588741803956849 0.616486335928828
0 2.5e-07 0.01 0.0067 0.001 0.56861737003999 0.52667934862035 0.550416667509659 0.56823273194857 0.586004099629522 0.612895876482631 0.571556029404143 0.524423360348864 0.55148080564022 0.571536126467818 0.590744890831931 0.614676663883507
0 2.5e-07 0.01 0.0067 0.01 0.569284640393624 0.51986437219169 0.551047993546725 0.569506878395746 0.588377231079474 0.61509506483416 0.570873083188981 0.524047064985684 0.552019723392525 0.570783152279446 0.590755335450337 0.616570466241577
0 2.5e-07 0.01 0.0067 0.1 0.571991320995774 0.528563525342938 0.553228215309902 0.572103143449555 0.590500380712956 0.617830683189061 0.574332728372233 0.530123432553454 0.555176602925006 0.573647499379202 0.593306017246078 0.620353841112784
0 2.5e-07 0.01 0.0067 0.5 0.571536437162835 0.525933074182691 0.552957667721845 0.571231686881839 0.590018636546261 0.617050470276766 0.572589722225257 0.526582236541067 0.552898892272896 0.57370061551404 0.591915492686201 0.618161163517268
0 2.5e-07 0.5 0.0067 0.001 0.568530495591568 0.52680310960953 0.550377139525253 0.568237917868632 0.586140821382281 0.612602098206602 0.571496333065937 0.524781119257636 0.552242612021978 0.57143110171184 0.590687658750049 0.614676663883507
0 2.5e-07 0.5 0.0067 0.01 0.569886346492549 0.523421001082111 0.550779892382637 0.569783012865478 0.588554145334691 0.615939788421892 0.570445981900868 0.525774611067065 0.551345045101795 0.570093519402204 0.589956621777837 0.61661160939015
0 2.5e-07 0.5 0.0067 0.1 0.571960719502866 0.525794412008174 0.551999033423362 0.571879370078618 0.591637905639475 0.619630706736705 0.574416890875351 0.52610650617409 0.555966250578313 0.575074836811008 0.593000186301963 0.61891261329577
0 2.5e-07 0.5 0.0067 0.5 0.571652198471208 0.524937466140408 0.553762679793281 0.572852663415965 0.590245912870955 0.615075051295482 0.573358755315283 0.52765119135922 0.552864376733317 0.573191349361635 0.59257171184978 0.621058004665859
0 2.5e-07 0.01 0.01333 0.001 0.568678996690023 0.526552042321459 0.550377139525253 0.568322594944646 0.586226501453039 0.612895876482631 0.571403943435386 0.525138640253066 0.551813937594712 0.571226691546439 0.590649706318161 0.614680980525315
0 2.5e-07 0.01 0.01333 0.01 0.569393994153633 0.519941460498926 0.550836705270816 0.570170196405644 0.588343470483714 0.615253121286087 0.570971529018247 0.5252883205075 0.552654996220515 0.570934837698568 0.589790444209498 0.616782439747988
0 2.5e-07 0.01 0.01333 0.1 0.571731382624716 0.526927306021384 0.551759350463444 0.570759226069997 0.592031549321444 0.617114617722625 0.57443296021924 0.527173319757175 0.554247134272952 0.573661800270204 0.5949620370468 0.619454900852474
0 2.5e-07 0.01 0.01333 0.5 0.572290744890596 0.526799560531928 0.553570993067501 0.572532325277742 0.590647562753188 0.61722414442451 0.5731354757404 0.527935732431811 0.553588098924254 0.572958734075016 0.59155831190478 0.618986044422192
0 2.5e-07 0.5 0.01333 0.001 0.568594865075588 0.526673787013975 0.550258168210647 0.568596339051402 0.585961768997774 0.613503752074785 0.571757005383858 0.525466231286676 0.55230784239673 0.57131577089398 0.590486758231934 0.615055726075442
0 2.5e-07 0.5 0.01333 0.01 0.570053698865653 0.521886276840909 0.550840618314611 0.570316222230591 0.589387776965276 0.61619267168237 0.571374914109173 0.526846785759674 0.553031998359373 0.570580226416193 0.589848913113818 0.618388664338416
