m r d s f D_pi2_mean D_pi2_quantile0.05 D_pi2_quantile0.25 D_pi2_quantile0.50 D_pi2_quantile0.75 D_pi2_quantile0.95 HD_pi2_mean HD_pi2_quantile0.05 HD_pi2_quantile0.25 HD_pi2_quantile0.50 HD_pi2_quantile0.75 HD_pi2_quantile0.95
0 2.5e-08 0.01 0 0.1 375.220252631579 247.985263157895 317.559210526315 371.68947368421 431.760526315789 519.566842105263 374.342147368421 237.756052631579 318.477631578948 369.478947368421 428.773684210526 516.909736842105
0 2.5e-08 0.01 0 0.5 375.853184210526 245.589736842105 319.978947368421 373.8 428.497368421052 511.955789473684 371.897257894737 239.174210526316 316.719736842105 369.021052631579 424.613157894737 510.301052631579
0 2.5e-08 0.5 0 0.1 375.220252631579 247.985263157895 317.559210526315 371.68947368421 431.760526315789 519.566842105263 374.342147368421 237.756052631579 318.477631578948 369.478947368421 428.773684210526 516.909736842105
0 2.5e-08 0.5 0 0.5 375.853184210526 245.589736842105 319.978947368421 373.8 428.497368421052 511.955789473684 371.897257894737 239.174210526316 316.719736842105 369.021052631579 424.613157894737 510.301052631579
0 2.5e-08 0.01 0.0067 0.1 374.873878947368 248.049210526316 319.513157894737 371.115789473685 430.511842105263 517.512894736842 373.496721052632 242.633947368421 315.801315789474 372.873684210526 428.352631578947 515.214736842106
0 2.5e-08 0.01 0.0067 0.5 373.100236842105 241.308947368421 314.788157894737 370.3 427.059210526316 512.895526315789 366.381905263158 232.152105263158 309.511842105263 365.563157894737 419.690789473685 507.251315789474
0 2.5e-08 0.5 0.0067 0.1 373.406668421053 246.525789473684 318.384210526316 368.597368421052 426.471052631579 518.224473684211 372.959542105263 237.296315789474 317.267105263158 371.255263157894 427.614473684211 507.932631578947
0 2.5e-08 0.5 0.0067 0.5 368.659089473684 236.387368421053 308.882894736843 365.752631578947 421.913157894737 507.048157894737 364.210763157895 239.988684210527 312.122368421052 361.907894736842 414.971052631579 493.900263157894
0 2.5e-08 0.01 0.01333 0.1 374.659763157895 245.825526315789 319.882894736842 371.547368421053 424.707894736842 515.262368421053 374.6258 240.242894736842 316.417105263158 373.015789473684 426.740789473685 518.716315789473
0 2.5e-08 0.01 0.01333 0.5 371.821968421053 241.993421052632 312.640789473684 366.434210526316 425.614473684211 514.766052631579 363.855447368421 237.507631578947 305.515789473684 364.107894736842 416.921052631579 502.005263157895
0 2.5e-08 0.5 0.01333 0.1 375.389694736842 245.351052631579 318.694736842105 371.578947368421 429.721052631579 510.838157894737 374.023015789474 236.616842105263 314.848684210526 371.194736842105 431.130263157895 514.505789473684
0 2.5e-08 0.5 0.01333 0.5 369.812 239.502631578947 314.732894736842 365.921052631579 420.769736842105 509.688157894737 364.230336842105 236.678157894737 309.867105263158 360.2 416.340789473684 498.813947368421
0 2.5e-08 0.01 0.02667 0.1 372.217452631579 243.791842105263 315.948684210526 369.471052631579 425.772368421052 507.188157894737 371.815094736842 238.281315789474 314.593421052632 369.568421052631 424.011842105263 518.274473684211
0 2.5e-08 0.01 0.02667 0.5 372.0686 241.275526315789 311.598684210526 367.205263157895 425.009210526316 518.017631578947 365.598631578947 240.592368421052 307.482894736843 361.252631578947 415.811842105263 501.762368421052
0 2.5e-08 0.5 0.02667 0.1 373.248868421053 249.657368421052 316.897368421053 369.421052631579 424.956578947369 512.646578947368 374.676489473684 235.335789473685 317.681578947368 373.013157894737 429.232894736842 511.634210526316
0 2.5e-08 0.5 0.02667 0.5 373.687878947368 243.29 315.998684210526 369.66052631579 428.698684210526 512.948947368421 367.355415789474 232.794473684211 312.292105263158 365.960526315789 421.726315789474 501.65
0 2.5e-08 0.01 0.05333 0.1 373.263605263158 254.003421052632 315.261842105263 368.86052631579 421.15 515.01052631579 375.762894736842 239.248157894736 320.432894736842 374.505263157894 430.303947368421 518.661578947368
0 2.5e-08 0.01 0.05333 0.5 372.389426315789 245.546052631579 316.582894736842 366.363157894737 424.122368421052 518.401052631579 369.423784210526 242.527631578947 312.110526315789 367.078947368421 420.632894736842 505.055
0 2.5e-08 0.5 0.05333 0.1 374.570536842105 247.397894736842 315.894736842106 368.952631578947 434.427631578948 512.722105263158 374.838031578947 241.208421052632 317.165789473684 371.671052631579 429.669736842106 514.023684210527
0 2.5e-08 0.5 0.05333 0.5 375.718715789474 243.540263157894 318.711842105263 372.057894736842 429.23947368421 516.257894736842 367.155489473684 239.188947368421 313.8 364.744736842105 419.185526315789 495.268947368421
0 2.5e-08 0.01 0.0667 0.1 373.702968421053 245.271578947368 316.585526315789 370.763157894737 426.221052631579 512.058947368421 373.8555 243.461315789474 315.090789473684 370.476315789474 429.459210526315 509.568947368421
0 2.5e-08 0.01 0.0667 0.5 374.494521052632 246.054736842106 317.256578947368 371.705263157894 425.181578947369 521.786052631579 369.4733 239.283684210526 316.71447368421 369.363157894737 418.446052631579 503.614736842105
0 2.5e-08 0.5 0.0667 0.1 373.443621052632 246.213947368421 314.894736842105 367.952631578947 426.66052631579 521.452631578947 375.890410526316 240.052631578947 313.615789473684 373.157894736842 432.202631578947 520.575526315789
0 2.5e-08 0.5 0.0667 0.5 376.076836842105 242.143421052632 314.505263157894 374.034210526316 432.698684210526 510.645263157894 369.717936842105 237.763157894737 314.693421052632 365.744736842105 420.409210526316 503.571578947368
0 2.5e-08 0.01 0.1334 0.1 373.596384210526 249.86447368421 316.580263157895 368.013157894737 426.528947368421 510.162631578948 374.110684210526 239.875789473684 314.418421052631 371.044736842106 429.386842105263 515.573684210527
0 2.5e-08 0.01 0.1334 0.5 376.807431578947 243.805789473685 316.46052631579 371.08947368421 432.442105263158 529.06947368421 369.918689473684 240.918421052632 314.08947368421 367.881578947368 421.961842105263 499.434210526315
0 2.5e-08 0.5 0.1334 0.1 374.893384210526 246.004736842105 316.775 371.076315789474 430.309210526315 512.872894736842 373.623368421053 239.993947368421 312.521052631579 373.465789473684 427.905263157895 517.268684210526
0 2.5e-08 0.5 0.1334 0.5 376.134531578947 247.422631578948 315.823684210526 372.194736842105 430.368421052632 529.967368421053 370.013326315789 239.552631578948 314.346052631579 366.828947368421 422.425 511.011578947369
0.00034 2.5e-08 0.01 0 0.1 486.037063157895 327.36052631579 419.934210526316 481.384210526316 555.640789473684 646.325526315789 487.23957368421 333.646842105263 424.477631578947 488.744736842105 548.984210526316 630.941052631579
0.00034 2.5e-08 0.01 0 0.5 483.717557894737 314.778947368421 419.264473684211 484.421052631579 550.980263157895 638.506315789474 486.248742105263 329.486842105263 423.492105263158 484.755263157895 547.576315789473 637.492368421052
0.00034 2.5e-08 0.5 0 0.1 486.037063157895 327.36052631579 419.934210526316 481.384210526316 555.640789473684 646.325526315789 487.23957368421 333.646842105263 424.477631578947 488.744736842105 548.984210526316 630.941052631579
0.00034 2.5e-08 0.5 0 0.5 483.717557894737 314.778947368421 419.264473684211 484.421052631579 550.980263157895 638.506315789474 486.248742105263 329.486842105263 423.492105263158 484.755263157895 547.576315789473 637.492368421052
0.00034 2.5e-08 0.01 0.0067 0.1 481.163026315789 329.812894736842 419.867105263158 478.786842105263 543.985526315789 636.740789473684 474.125552631579 319.032894736842 410.997368421053 476.463157894737 535.668421052632 619.192631578947
0.00034 2.5e-08 0.01 0.0067 0.5 479.708010526316 319.345789473684 414.925 481.165789473684 547.530263157895 642.535526315789 458.920405263158 308.029210526316 394.128947368421 459.081578947368 521.531578947369 616.776315789474
0.00034 2.5e-08 0.5 0.0067 0.1 468.333721052632 313.737368421053 397.743421052631 466.997368421053 534.176315789474 632.159736842105 459.621394736842 300.673947368421 392.111842105263 457.43947368421 521.969736842106 612.15
0.00034 2.5e-08 0.5 0.0067 0.5 450.563136842105 293.163421052632 383.646052631579 451.18947368421 514.815789473684 604.091052631579 442.159621052632 297.321315789473 381.218421052631 438.171052631579 501.501315789474 600.034210526316
