m r d s f D_dxy_mean D_dxy_quantile0.05 D_dxy_quantile0.25 D_dxy_quantile0.50 D_dxy_quantile0.75 D_dxy_quantile0.95 HD_dxy_mean HD_dxy_quantile0.05 HD_dxy_quantile0.25 HD_dxy_quantile0.50 HD_dxy_quantile0.75 HD_dxy_quantile0.95
0 2.5e-07 0.5 0.1334 0.001 871.44535 809.80675 844.5325 871.5475 896.995 936.20525 779.071255 711.02 749.4525 777.275 808.4175 850.43875
0 2.5e-07 0.5 0.1334 0.01 871.34066 807.40725 841.4175 869.7075 898.03375 939.51925 780.37611 710.695 750.2375 778.6 809.91625 853.85
0 2.5e-07 0.5 0.1334 0.1 870.80214 811.52475 842.97875 868.985 896.795 938.303 780.818575 712.95225 749.8025 779.26 810.7725 851.40425
0 2.5e-07 0.5 0.1334 0.5 873.81281 808.85075 846.99125 874.4275 900.43 941.4155 781.1984 717.23675 751.91875 781.6225 809.73 844.56525
0.00034 2.5e-07 0.01 0 0.001 691.140275 633.967 666.1175 689.12 714.68 753.56075 594.79273 527.7785 566.635 594.3875 621.84625 664.886
0.00034 2.5e-07 0.01 0 0.01 690.83382 631.20525 668.535 689.815 713.255 750.87575 597.5428 528.06 568.9375 595.8675 627.2475 665.6295
0.00034 2.5e-07 0.01 0 0.1 691.30909 634.2915 667.065 689.925 714.2125 753.83225 594.76152 526.96525 564.8275 594.89 622.86125 664.652
0.00034 2.5e-07 0.01 0 0.5 692.621565 630.26325 668.25 693.62 716.5525 755.4375 595.265005 528.3995 566.24875 594.8675 622.34 664.93925
0.00034 2.5e-07 0.5 0 0.001 691.140275 633.967 666.1175 689.12 714.68 753.56075 594.79273 527.7785 566.635 594.3875 621.84625 664.886
0.00034 2.5e-07 0.5 0 0.01 690.83382 631.20525 668.535 689.815 713.255 750.87575 597.5428 528.06 568.9375 595.8675 627.2475 665.6295
0.00034 2.5e-07 0.5 0 0.1 691.30909 634.2915 667.065 689.925 714.2125 753.83225 594.76152 526.96525 564.8275 594.89 622.86125 664.652
0.00034 2.5e-07 0.5 0 0.5 692.621565 630.26325 668.25 693.62 716.5525 755.4375 595.265005 528.3995 566.24875 594.8675 622.34 664.93925
0.00034 2.5e-07 0.01 0.0067 0.001 691.26589 634.17675 666.06375 689.365 714.65 753.56075 594.777755 527.7785 566.515 594.005 622.09375 664.90775
0.00034 2.5e-07 0.01 0.0067 0.01 690.9898 631.21425 668.585 690.0025 713.91125 750.1985 598.94563 527.96375 569.71125 598.0175 627.92 669.0015
0.00034 2.5e-07 0.01 0.0067 0.1 694.686215 635.943 669.85375 693.175 718.0125 758.3875 603.939065 529.882 575.61875 602.355 632.15 676.47075
0.00034 2.5e-07 0.01 0.0067 0.5 704.3548 647.05725 678.75125 702.4825 729.5525 766.9255 617.79333 551.70025 586.49875 618.1425 646.0075 688.25225
0.00034 2.5e-07 0.5 0.0067 0.001 691.219745 633.70875 666.0725 689.0675 714.5525 753.18775 594.930695 527.7785 566.72125 594.28 622.675 664.90775
0.00034 2.5e-07 0.5 0.0067 0.01 691.53448 632.7425 667.68 690.365 715.61625 750.7805 600.11718 528.90775 569.59375 599.26 628.5125 675.4255
0.00034 2.5e-07 0.5 0.0067 0.1 698.841025 639.72975 673.12875 697.2375 724.19125 761.391 608.44529 539.60475 576.4675 607.985 637.7225 678.65425
0.00034 2.5e-07 0.5 0.0067 0.5 706.091395 643.681 679.1975 705.1875 733.29125 769.5815 619.26503 548.2255 590.15875 618.37 647.49 691.38725
0.00034 2.5e-07 0.01 0.01333 0.001 691.20405 634.17675 666.17875 689.48 714.62125 753.18775 594.99054 527.7785 566.355 595.5625 622.215 664.90775
0.00034 2.5e-07 0.01 0.01333 0.01 691.5006 633.8675 668.5425 690.1 714.49375 749.187 602.111 528.865 571.70125 600.6975 630.99875 680.3855
0.00034 2.5e-07 0.01 0.01333 0.1 700.145465 639.02975 673.2275 697.52 727.23125 765.82025 621.581875 547.45575 589.1525 621.705 653.42875 699.68525
0.00034 2.5e-07 0.01 0.01333 0.5 713.3046 650.2835 686.61 713.0675 738.215 779.11 634.849245 564.90625 604.2225 632.0025 663.6975 707.374
0.00034 2.5e-07 0.5 0.01333 0.001 691.497415 634.18475 666.39125 688.9475 715.705 754.24575 595.12777 527.7785 567.065 595.3025 622.215 665.72625
0.00034 2.5e-07 0.5 0.01333 0.01 695.10608 635.02075 672.43875 694.0775 719.6925 755.874 604.23769 529.639 571.165 602.705 635.97125 680.97825
0.00034 2.5e-07 0.5 0.01333 0.1 711.45797 650.8995 685.6025 712.0425 736.54625 776.827 630.33941 555.6045 600.475 629.4675 661.6775 705.3305
0.00034 2.5e-07 0.5 0.01333 0.5 716.76952 651.3595 690.3 715.5625 741.45875 786.02325 637.159645 568.94 608.87125 636.19 662.8975 709.35275
0.00034 2.5e-07 0.01 0.02667 0.001 691.56998 634.17675 666.38125 689.48 714.90375 754.49675 595.787975 527.7785 566.72125 595.2125 622.37875 667.643
0.00034 2.5e-07 0.01 0.02667 0.01 693.02423 633.0345 669.76 691.2875 716.595 755.61675 610.57114 533.95975 575.5025 609.0825 643.785 697.582
0.00034 2.5e-07 0.01 0.02667 0.1 711.958315 643.187 684.71625 711.4625 739.13625 780.96575 648.00481 568.36225 613.98875 647.0775 682.675 727.8105
0.00034 2.5e-07 0.01 0.02667 0.5 725.525455 666.37275 700.46875 723.6275 750.7125 784.6435 659.967605 589.073 630.405 658.5425 689.7175 732.20325
0.00034 2.5e-07 0.5 0.02667 0.001 692.001315 634.17675 666.5825 689.35 715.70625 755.11475 596.64688 529.30975 567.3275 596.2475 623.7025 668.127
