m r d s f D_dxy_mean D_dxy_quantile0.05 D_dxy_quantile0.25 D_dxy_quantile0.50 D_dxy_quantile0.75 D_dxy_quantile0.95 HD_dxy_mean HD_dxy_quantile0.05 HD_dxy_quantile0.25 HD_dxy_quantile0.50 HD_dxy_quantile0.75 HD_dxy_quantile0.95
0.000365 1.05e-06 0.01 0 0.1 1025.33798543689 909.177083333333 981.744791666667 1025.10416666667 1075.05208333333 1130.55208333333 1027.87111244019 906.370833333333 965.270833333333 1032.33333333333 1082.95833333333 1166
0.000365 1.05e-06 0.5 0 0.1 1025.33798543689 909.177083333333 981.744791666667 1025.10416666667 1075.05208333333 1130.55208333333 1027.87111244019 906.370833333333 965.270833333333 1032.33333333333 1082.95833333333 1166
0.000365 1.05e-06 0.01 0.0305 0.1 1082.59265194682 963.052083333333 1042.88541666667 1084.4375 1124.33333333333 1198.5625 1088.21197447447 971.345833333333 1044.08333333333 1089.33333333333 1129.71875 1201.61458333333
0.000365 1.05e-06 0.5 0.0305 0.1 1073.19108952703 960.694791666667 1022.44791666667 1076.1875 1124.453125 1187.63854166667 1077.63059225777 947.833333333333 1027.8125 1081.41666666667 1126.67708333333 1190.99791666667
0.000365 1.05e-06 0.01 0.0609 0.1 1113.10142318244 999.479166666668 1068.92708333333 1114.60416666667 1161.765625 1213.9375 1119.80970068906 1005.665625 1076.90104166667 1120.09375 1164.17708333333 1227.71458333333
0.000365 1.05e-06 0.5 0.0609 0.1 1093.2517921147 975.4 1044.04166666667 1096.1875 1142.77083333333 1206.82083333333 1104.63463827839 993.075 1062.01041666667 1106.51041666667 1150.44270833333 1213.94791666667
0.000365 1.05e-06 0.01 0.1218 0.1 1147.66565697361 1044.81666666666 1102.16666666667 1148.77083333333 1194.88541666667 1244.10625 1149.08508587452 1048.94791666667 1109.73958333333 1148.75 1189.90625 1250.85416666667
0.000365 1.05e-06 0.5 0.1218 0.1 1122.42302766393 1014.94791666667 1076.296875 1127.45833333333 1167.25520833333 1227.22395833333 1135.01582996973 1030.15625 1090 1135.14583333333 1179.47916666667 1235.48958333333
0.000365 1.05e-06 0.01 0.2437 0.1 1177.57655848329 1082.309375 1141.16666666666 1179.14583333333 1215.41145833334 1268.78541666667 1185.3340691221 1083.65625 1149.46875 1186.9375 1226.44791666667 1277.29166666667
0.000365 1.05e-06 0.5 0.2437 0.1 1158.37395833333 1052.80833333333 1118.75520833333 1160.27083333333 1199.375 1254.153125 1165.41438671352 1063.36458333333 1127.30208333333 1168.58333333333 1205.11458333334 1257.625
0.000365 1.05e-06 0.01 0.3046 0.1 1182.8016064257 1098.421875 1146.171875 1183.44791666667 1220.97395833333 1270.16145833333 1193.83640813253 1101.48958333333 1157.875 1197.0625 1232.16666666666 1280.8125
0.000365 1.05e-06 0.5 0.3046 0.1 1170.38957080828 1069.35 1129.59375 1172.01041666667 1211.34895833333 1263.56979166667 1179.2000292838 1079.84375 1144.125 1183.01041666667 1215.6875 1270.06770833333
0.000365 1.05e-06 0.01 0.6092 0.1 1205.07908992416 1116.625 1168.15625 1205.1875 1241.04166666667 1291.41875 1214.43114123159 1117.90625 1179.74479166667 1217.25 1248.25520833333 1304.69270833333
0.000365 1.05e-06 0.5 0.6092 0.1 1194.89961931058 1101.35416666667 1155.50520833333 1197.63541666667 1232.88020833334 1284.07291666667 1203.08119550637 1117.5125 1168.23958333333 1201.65625 1238.796875 1293.38541666667
0.000365 1.05e-06 0.01 2e-04 0.1 1024.01378824477 912.25 979.385416666667 1023.125 1069.67708333333 1135.71041666667 1025.7125 895.7375 962.979166666667 1027.66666666667 1082.0625 1159.37083333334
0.000365 1.05e-06 0.5 2e-04 0.1 1024.14472087379 909.151041666667 979.3125 1024.58333333333 1074.828125 1132.140625 1026.86267006803 896.796875 965.328125 1031.1875 1081.79166666667 1168.66666666667
