m r d s f D_pi1_mean D_pi1_quantile0.05 D_pi1_quantile0.25 D_pi1_quantile0.50 D_pi1_quantile0.75 D_pi1_quantile0.95 HD_pi1_mean HD_pi1_quantile0.05 HD_pi1_quantile0.25 HD_pi1_quantile0.50 HD_pi1_quantile0.75 HD_pi1_quantile0.95
0.000365 1.05e-06 0.01 0 0.1 288.562357142857 170.689285714286 227.339285714286 279.142857142858 341.303571428571 436.530357142857 290.557142857143 166.232142857143 230.196428571429 279.517857142857 341.776785714286 437.048214285714
0.000365 1.05e-06 0.5 0 0.1 288.562357142857 170.689285714286 227.339285714286 279.142857142858 341.303571428571 436.530357142857 290.557142857143 166.232142857143 230.196428571429 279.517857142857 341.776785714286 437.048214285714
0.000365 1.05e-06 0.01 0.0305 0.1 274.793821428571 161.366071428571 215.580357142857 265.392857142857 320.303571428571 422.546428571428 265.888785714286 149.139285714285 205.9375 255.714285714285 316.107142857143 416.6875
0.000365 1.05e-06 0.5 0.0305 0.1 273.083035714286 158.0625 212.535714285715 262.392857142857 325.4375 423.707142857142 266.540928571429 153.210714285714 207.955357142857 256.035714285715 313.946428571428 418.330357142857
0.000365 1.05e-06 0.01 0.0609 0.1 256.278607142857 144.241071428571 192.348214285715 242.303571428572 306.383928571428 410.201785714285 238.063464285714 135.426785714285 179 221.285714285715 278.678571428571 395.880357142857
0.000365 1.05e-06 0.5 0.0609 0.1 249.056607142857 148.226785714286 191.696428571429 234.107142857143 292.357142857143 397.008928571429 239.522392857143 140.780357142857 184.705357142857 227.392857142857 275.830357142857 400.892857142857
0.000365 1.05e-06 0.01 0.1218 0.1 226.017642857143 124.953571428572 163.535714285715 207.017857142857 274.116071428572 393.214285714285 201.163357142857 119.601785714286 152.053571428572 185.285714285714 228.401785714286 350.6625
0.000365 1.05e-06 0.5 0.1218 0.1 218.434214285714 130.294642857143 169.303571428572 205.589285714285 255.017857142857 341.980357142857 211.735321428571 125.353571428572 162.910714285714 195.714285714285 244.053571428572 358.703571428571
0.000365 1.05e-06 0.01 0.2437 0.1 190.56025 113.901785714285 137.035714285714 165.803571428572 222.366071428572 354.069642857143 165.955178571429 109.532142857143 131.767857142857 155.321428571428 184.5 267.375
0.000365 1.05e-06 0.5 0.2437 0.1 186.894035714286 116.530357142857 147.473214285715 173.946428571428 212.580357142858 293.458928571428 180.734714285714 115.103571428572 141.607142857143 169.607142857143 202.883928571429 283.694642857143
0.000365 1.05e-06 0.01 0.3046 0.1 178.2645 111 131.991071428572 155.714285714285 198.053571428571 328.285714285714 156.996571428571 108.569642857143 127.178571428572 146.035714285714 173.973214285715 241.414285714286
0.000365 1.05e-06 0.5 0.3046 0.1 179.651 115.283928571428 141.241071428572 165.928571428572 206.196428571428 285.144642857143 172.360035714286 112.6875 136.178571428572 160.392857142857 193.776785714286 272.292857142857
0.000365 1.05e-06 0.01 0.6092 0.1 149.69375 102.773214285714 119.464285714286 135.178571428572 158.464285714286 264.330357142858 139.177571428571 101.916071428571 117.383928571428 130.232142857143 150.535714285714 196.55
0.000365 1.05e-06 0.5 0.6092 0.1 155.731035714286 105.317857142858 127.276785714285 146.535714285715 172.794642857143 229.108928571429 150.333178571429 105.214285714286 122.732142857143 140.071428571428 164.544642857143 233.185714285714
0.000365 1.05e-06 0.01 2e-04 0.1 288.457678571429 170.689285714286 227.642857142857 279.071428571428 340.6875 436.458928571429 290.493 165.857142857143 229.669642857143 280.357142857143 342.178571428571 437.416071428571
0.000365 1.05e-06 0.5 2e-04 0.1 288.529892857143 170.691071428572 227.223214285714 279.071428571428 341.017857142857 438.680357142857 290.502214285714 166.678571428571 229.053571428572 279.321428571428 341.241071428572 437.042857142857
0.000365 1.05e-06 0.01 4e-04 0.1 288.446464285714 171.426785714286 227.339285714286 279.178571428572 341.625 438.725 290.328142857143 165.851785714286 228.955357142857 280.392857142857 342.214285714285 436.830357142858
0.000365 1.05e-06 0.5 4e-04 0.1 288.478071428571 170.453571428572 227.232142857143 279.482142857143 340.428571428572 440.246428571429 290.382428571429 167.171428571428 228.883928571428 279.017857142857 341.535714285714 439.060714285714
0.000365 1.05e-06 0.01 9e-04 0.1 288.497714285714 170.180357142857 227.928571428572 279.642857142858 341.9375 439.076785714286 289.897892857143 166.707142857143 228.339285714286 278.767857142857 343.044642857143 437.2875
0.000365 1.05e-06 0.5 9e-04 0.1 288.68625 171.348214285714 227.285714285714 279.160714285714 339.821428571428 439.703571428571 290.265178571429 168.105357142857 230.125 279.464285714285 341.901785714286 436.826785714286
